StyleNumber,METAL,PRICE,ATTRIBUTE,TotalWeight,Collection,ImageURL
4N02,14kt,3180,0,,MENS,
4N02,18kt,3680,0,,MENS,
4N02,plat,3680,0,,MENS,
5N02,14kt,3680,0,,MENS,
5N02,18kt,3720,0,,MENS,
5N02,plat,4180,0,,MENS,
6N02,14kt,3980,0,,MENS,
6N02,18kt,4480,0,,MENS,
6N02,plat,4480,0,,MENS,
6N02-RWR,14kt,3980,0,,MENS,
6N02-RWR,18kt,4580,0,,MENS,
6N02-RWR,plat,4480,0,,MENS,
6N02-WRW,14kt,4580,0,,MENS,
6N02-WRW,18kt,4480,0,,MENS,
6N02-WRW,plat,5080,0,,MENS,
6N02-YWY,14kt,4980,0,,MENS,
6N02-YWY,18kt,4980,0,,MENS,
6N02-YWY,plat,5480,0,,MENS,
6N02HM,14kt,3780,0,,MENS,
6N02HM,18kt,3980,0,,MENS,
6N02HM,plat,4280,0,,MENS,
6N03-WRW,14kt,4580,0,,MENS,
6N03-WRW,18kt,4680,0,,MENS,
6N03-WRW,plat,5080,0,,MENS,
6N03-WYW,14kt,4380,0,,MENS,
6N03-WYW,18kt,4480,0,,MENS,
6N03-WYW,plat,4880,0,,MENS,
6N04,14kt,4680,0,,MENS,
6N04,18kt,4680,0,,MENS,
6N04,plat,5180,0,,MENS,
6N05,14kt,4380,0,,MENS,
6N05,18kt,4440,0,,MENS,
6N05,plat,4880,0,,MENS,
6N06,14kt,4440,0,,MENS,
6N06,18kt,4320,0,,MENS,
6N06,plat,4940,0,,MENS,
6N08,14kt,4720,0,,MENS,
6N08,18kt,2980,0,,MENS,
6N08,plat,5220,0,,MENS,
6N09HM,14kt,3380,0,,MENS,
6N09HM,18kt,3180,0,,MENS,
6N09HM,plat,3880,0,,MENS,
6N10,14kt,3580,0,,MENS,
6N10,18kt,3680,0,,MENS,
6N10,plat,4080,0,,MENS,
6N11,14kt,3580,0,,MENS,
6N11,18kt,3980,0,,MENS,
6N11,plat,4080,0,,MENS,
6N12HM,14kt,4080,0,,MENS,
6N12HM,18kt,4480,0,,MENS,
6N12HM,plat,4580,0,,MENS,
6N13,14kt,4700,0,,MENS,
6N13,18kt,5280,0,,MENS,
6N13,plat,5200,0,,MENS,
6N14HM,14kt,4680,0,,MENS,
6N14HM,18kt,8880,0,,MENS,
6N14HM,plat,5180,0,,MENS,
6N15,14kt,4980,0,,MENS,
6N15,18kt,6940,0,,MENS,
6N15,plat,5480,0,,MENS,
6N16,14kt,8020,0,,MENS,
6N16,18kt,6580,0,,MENS,
6N16,plat,8520,0,,MENS,
6N17HM,14kt,7580,0,,MENS,
6N17HM,18kt,5680,0,,MENS,
6N17HM,plat,8080,0,,MENS,
7N02,14kt,5580,0,,MENS,
7N02,18kt,6440,0,,MENS,
7N02,plat,6080,0,,MENS,
7N03,14kt,6480,0,,MENS,
7N03,18kt,6580,0,,MENS,
7N03,plat,6980,0,,MENS,
7N03-RWRWR,14kt,5580,0,,MENS,
7N03-RWRWR,18kt,7980,0,,MENS,
7N03-RWRWR,plat,6080,0,,MENS,
7N03-WRWRW,14kt,7980,0,,MENS,
7N03-WRWRW,18kt,6680,0,,MENS,
7N03-WRWRW,plat,8480,0,,MENS,
7N04,14kt,7880,0,,MENS,
7N04,18kt,8480,0,,MENS,
7N04,plat,8380,0,,MENS,
7N05,14kt,7980,0,,MENS,
7N05,18kt,7980,0,,MENS,
7N05,plat,8480,0,,MENS,
7N06HM,14kt,7980,0,,MENS,
7N06HM,18kt,7980,0,,MENS,
7N06HM,plat,8480,0,,MENS,
8N02,14kt,7980,0,,MENS,
8N02,18kt,3780,0,,MENS,
8N02,plat,8480,0,,MENS,
8N02HM,14kt,3780,0,,MENS,
8N02HM,18kt,4380,0,,MENS,
8N02HM,plat,4280,0,,MENS,
8N03,14kt,4580,0,,MENS,
8N03,18kt,4620,0,,MENS,
8N03,plat,5080,0,,MENS,
8N04,14kt,5160,0,,MENS,
8N04,18kt,6980,0,,MENS,
8N04,plat,5660,0,,MENS,
AFN-5001P,14KT,3400,1,0.25,VENETIAN,
AFN-5001P,18KT,4400,1,0.25,VENETIAN,
AFN-5001P,PLAT,3900,1,0.25,VENETIAN,
AFN-5001R,14KT,3400,1,0.2,VENETIAN,
AFN-5001R,18KT,4400,1,0.2,VENETIAN,
AFN-5001R,PLAT,3900,1,0.2,VENETIAN,
AFN-5001W,14KT,3040,0,0.2,VENETIAN,
AFN-5001W,18KT,4040,0,0.2,VENETIAN,
AFN-5001W,PLAT,3540,0,0.2,VENETIAN,
AFN-5002P,14KT,3860,2,0.3,VENETIAN,
AFN-5002P,18KT,4860,2,0.3,VENETIAN,
AFN-5002P,PLAT,4360,2,0.3,VENETIAN,
AFN-5002R,14KT,3860,2,0.3,VENETIAN,
AFN-5002R,18KT,4860,2,0.3,VENETIAN,
AFN-5002R,PLAT,4360,2,0.3,VENETIAN,
AFN-5002W,14KT,3500,0,0.25,VENETIAN,
AFN-5002W,18KT,4500,0,0.25,VENETIAN,
AFN-5002W,PLAT,4000,0,0.25,VENETIAN,
AFN-5003,14KT,4320,1,0.25,VENETIAN,
AFN-5003,18KT,5320,1,0.25,VENETIAN,
AFN-5003,PLAT,4820,1,0.25,VENETIAN,
AFN-5003R,14KT,4320,1,0.25,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5003R.jpg
AFN-5003R,18KT,5320,1,0.25,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5003R.jpg
AFN-5003R,PLAT,4820,1,0.25,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5003R.jpg
AFN-5003W,14KT,4140,0,0.35,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5003W.jpg
AFN-5003W,18KT,5140,0,0.35,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5003W.jpg
AFN-5003W,PLAT,4640,0,0.35,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5003W.jpg
AFN-5003WSB,14KT,3140,0,0.2,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5003WSB.jpg
AFN-5003WSB,18KT,4140,0,0.2,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5003WSB.jpg
AFN-5003WSB,PLAT,3640,0,0.2,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5003WSB.jpg
AFN-5004,14KT,4380,2,0.3,VENETIAN,
AFN-5004,18KT,5380,2,0.3,VENETIAN,
AFN-5004,PLAT,4880,2,0.3,VENETIAN,
AFN-5004W,14KT,3040,0,0.2,VENETIAN,
AFN-5004W,18KT,4040,0,0.2,VENETIAN,
AFN-5004W,PLAT,3540,0,0.2,VENETIAN,
AFN-5005CU,14KT,4780,2,0.35,VENETIAN,
AFN-5005CU,18KT,5780,2,0.35,VENETIAN,
AFN-5005CU,PLAT,5280,2,0.35,VENETIAN,
AFN-5005P,14KT,4780,2,0.4,VENETIAN,
AFN-5005P,18KT,5780,2,0.4,VENETIAN,
AFN-5005P,PLAT,5280,2,0.4,VENETIAN,
AFN-5005R,14KT,4780,2,0.35,VENETIAN,
AFN-5005R,18KT,5780,2,0.35,VENETIAN,
AFN-5005R,PLAT,5280,2,0.35,VENETIAN,
AFN-5005W,14KT,4220,0,0.3,VENETIAN,
AFN-5005W,18KT,5220,0,0.3,VENETIAN,
AFN-5005W,PLAT,4720,0,0.3,VENETIAN,
AFN-5005WSB,14KT,3280,0,0.2,VENETIAN,
AFN-5005WSB,18KT,4280,0,0.2,VENETIAN,
AFN-5005WSB,PLAT,3780,0,0.2,VENETIAN,
AFN-5006CU,14KT,4720,2,0.3,VENETIAN,
AFN-5006CU,18KT,5720,2,0.3,VENETIAN,
AFN-5006CU,PLAT,5220,2,0.3,VENETIAN,
AFN-5006R,14KT,4720,2,0.3,VENETIAN,
AFN-5006R,18KT,5720,2,0.3,VENETIAN,
AFN-5006R,PLAT,5220,2,0.3,VENETIAN,
AFN-5007CU,14KT,4960,2,0.4,VENETIAN,
AFN-5007CU,18KT,5960,2,0.4,VENETIAN,
AFN-5007CU,PLAT,5460,2,0.4,VENETIAN,
AFN-5007P,14KT,4960,2,0.3,VENETIAN,
AFN-5007P,18KT,5960,2,0.3,VENETIAN,
AFN-5007P,PLAT,5460,2,0.3,VENETIAN,
AFN-5007R,14KT,4960,2,0.3,VENETIAN,
AFN-5007R,18KT,5960,2,0.3,VENETIAN,
AFN-5007R,PLAT,5460,2,0.3,VENETIAN,
AFN-5007W,14KT,3100,0,0.15,VENETIAN,
AFN-5007W,18KT,4100,0,0.15,VENETIAN,
AFN-5007W,PLAT,3600,0,0.15,VENETIAN,
AFN-5008,14KT,4260,1,0.25,VENETIAN,
AFN-5008,18KT,5260,1,0.25,VENETIAN,
AFN-5008,PLAT,4760,1,0.25,VENETIAN,
AFN-5008W,14KT,3100,0,0.15,VENETIAN,
AFN-5008W,18KT,4100,0,0.15,VENETIAN,
AFN-5008W,PLAT,3600,0,0.15,VENETIAN,
AFN-5009,14KT,3340,1,0.1,VENETIAN,
AFN-5009,18KT,4340,1,0.1,VENETIAN,
AFN-5009,PLAT,3840,1,0.1,VENETIAN,
AFN-5010P,14KT,5080,1,0.5,VENETIAN,
AFN-5010P,18KT,6080,1,0.5,VENETIAN,
AFN-5010P,PLAT,5580,1,0.5,VENETIAN,
AFN-5010R,14KT,5080,1,0.5,VENETIAN,
AFN-5010R,18KT,6080,1,0.5,VENETIAN,
AFN-5010R,PLAT,5580,1,0.5,VENETIAN,
AFN-5010W,14KT,5020,0,0.5,VENETIAN,
AFN-5010W,18KT,6020,0,0.5,VENETIAN,
AFN-5010W,PLAT,5520,0,0.5,VENETIAN,
AFN-5011P,14KT,4220,1,0.25,VENETIAN,
AFN-5011P,18KT,5220,1,0.25,VENETIAN,
AFN-5011P,PLAT,4720,1,0.25,VENETIAN,
AFN-5011R,14KT,4220,1,0.25,VENETIAN,
AFN-5011R,18KT,5220,1,0.25,VENETIAN,
AFN-5011R,PLAT,4720,1,0.25,VENETIAN,
AFN-5012,14KT,3140,1,0.1,VENETIAN,
AFN-5012,18KT,4140,1,0.1,VENETIAN,
AFN-5012,PLAT,3640,1,0.1,VENETIAN,
AFN-5013P,14KT,5680,1,0.5,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013P.jpg
AFN-5013P,18KT,6680,1,0.5,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013P.jpg
AFN-5013P,PLAT,6180,1,0.5,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013P.jpg
AFN-5013R,14KT,5880,1,0.45,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013R.jpg
AFN-5013R,18KT,6880,1,0.45,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013R.jpg
AFN-5013R,PLAT,6380,1,0.45,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013R.jpg
AFN-5013W,14KT,3860,0,0.25,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013W.jpg
AFN-5013W,18KT,4860,0,0.25,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013W.jpg
AFN-5013W,PLAT,4360,0,0.25,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013W.jpg
AFN-5013WSB,14KT,2980,0,0.15,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013WSB.jpg
AFN-5013WSB,18KT,3980,0,0.15,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013WSB.jpg
AFN-5013WSB,PLAT,3480,0,0.15,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5013WSB.jpg
AFN-5014R,14KT,5080,2,0.3,VENETIAN,
AFN-5014R,18KT,6080,2,0.3,VENETIAN,
AFN-5014R,PLAT,5580,2,0.3,VENETIAN,
AFN-5015CU,14KT,4420,2,0.35,VENETIAN,
AFN-5015CU,18KT,5420,2,0.35,VENETIAN,
AFN-5015CU,PLAT,4920,2,0.35,VENETIAN,
AFN-5015R,14KT,4420,2,0.4,VENETIAN,
AFN-5015R,18KT,5420,2,0.4,VENETIAN,
AFN-5015R,PLAT,4920,2,0.4,VENETIAN,
AFN-5015W,14KT,3740,0,0.25,VENETIAN,
AFN-5015W,18KT,4740,0,0.25,VENETIAN,
AFN-5015W,PLAT,4240,0,0.25,VENETIAN,
AFN-5016,14KT,5240,2,0.35,VENETIAN,
AFN-5016,18KT,6240,2,0.35,VENETIAN,
AFN-5016,PLAT,5740,2,0.35,VENETIAN,
AFN-5017R,14KT,4520,1,0.3,VENETIAN,
AFN-5017R,18KT,5520,1,0.3,VENETIAN,
AFN-5017R,PLAT,5020,1,0.3,VENETIAN,
AFN-5017SR,14KT,3400,1,0.2,VENETIAN,
AFN-5017SR,18KT,4400,1,0.2,VENETIAN,
AFN-5017SR,PLAT,3900,1,0.2,VENETIAN,
AFN-5017W,14KT,3860,0,0.2,VENETIAN,
AFN-5017W,18KT,4860,0,0.2,VENETIAN,
AFN-5017W,PLAT,4360,0,0.2,VENETIAN,
AFN-5018W,14KT,3240,0,0.15,VENETIAN,
AFN-5018W,18KT,4240,0,0.15,VENETIAN,
AFN-5018W,PLAT,3740,0,0.15,VENETIAN,
AFN-5019CU,14KT,3860,2,0.25,VENETIAN,
AFN-5019CU,18KT,4860,2,0.25,VENETIAN,
AFN-5019CU,PLAT,4360,2,0.25,VENETIAN,
AFN-5019R,14KT,3860,2,0.25,VENETIAN,
AFN-5019R,18KT,4860,2,0.25,VENETIAN,
AFN-5019R,PLAT,4360,2,0.25,VENETIAN,
AFN-5020CU,14KT,5840,2,0.5,VENETIAN,
AFN-5020CU,18KT,6840,2,0.5,VENETIAN,
AFN-5020CU,PLAT,6340,2,0.5,VENETIAN,
AFN-5020R,14KT,5840,2,0.45,VENETIAN,
AFN-5020R,18KT,6840,2,0.45,VENETIAN,
AFN-5020R,PLAT,6340,2,0.45,VENETIAN,
AFN-5020W,14KT,2980,0,0.15,VENETIAN,
AFN-5020W,18KT,3980,0,0.15,VENETIAN,
AFN-5020W,PLAT,3480,0,0.15,VENETIAN,
AFN-5021R,14KT,5900,1,0.45,VENETIAN,
AFN-5021R,18KT,6900,1,0.45,VENETIAN,
AFN-5021R,PLAT,6400,1,0.45,VENETIAN,
AFN-5021W,14KT,3440,0,0.3,VENETIAN,
AFN-5021W,18KT,4440,0,0.3,VENETIAN,
AFN-5021W,PLAT,3940,0,0.3,VENETIAN,
AFN-5022CU,14KT,4380,2,0.35,VENETIAN,
AFN-5022CU,18KT,5380,2,0.35,VENETIAN,
AFN-5022CU,PLAT,4880,2,0.35,VENETIAN,
AFN-5022R,14KT,4380,2,0.3,VENETIAN,
AFN-5022R,18KT,5380,2,0.3,VENETIAN,
AFN-5022R,PLAT,4880,2,0.3,VENETIAN,
AFN-5022W,14KT,3280,0,0.2,VENETIAN,
AFN-5022W,18KT,4280,0,0.2,VENETIAN,
AFN-5022W,PLAT,3780,0,0.2,VENETIAN,
AFN-5023P,14KT,6640,1,0.75,VENETIAN,
AFN-5023P,18KT,7640,1,0.75,VENETIAN,
AFN-5023P,PLAT,7140,1,0.75,VENETIAN,
AFN-5023R,14KT,6640,1,0.65,VENETIAN,
AFN-5023R,18KT,7640,1,0.65,VENETIAN,
AFN-5023R,PLAT,7140,1,0.65,VENETIAN,
AFN-5023W,14KT,3560,0,0.25,VENETIAN,
AFN-5023W,18KT,4560,0,0.25,VENETIAN,
AFN-5023W,PLAT,4060,0,0.25,VENETIAN,
AFN-5024,14KT,4720,2,0.35,VENETIAN,
AFN-5024,18KT,5720,2,0.35,VENETIAN,
AFN-5024,PLAT,5220,2,0.35,VENETIAN,
AFN-5025CU,14KT,5600,2,1.5,VENETIAN,
AFN-5025CU,18KT,6600,2,1.5,VENETIAN,
AFN-5025CU,PLAT,6100,2,1.5,VENETIAN,
AFN-5025R,14KT,5600,2,0.5,VENETIAN,
AFN-5025R,18KT,6600,2,0.5,VENETIAN,
AFN-5025R,PLAT,6100,2,0.5,VENETIAN,
AFN-5025W,14KT,3800,0,0.3,VENETIAN,
AFN-5025W,18KT,4800,0,0.3,VENETIAN,
AFN-5025W,PLAT,4300,0,0.3,VENETIAN,
AFN-5026,14KT,5080,2,0.4,VENETIAN,
AFN-5026,18KT,6080,2,0.4,VENETIAN,
AFN-5026,PLAT,5580,2,0.4,VENETIAN,
AFN-5027,14KT,4780,2,0.25,VENETIAN,
AFN-5027,18KT,5780,2,0.25,VENETIAN,
AFN-5027,PLAT,5280,2,0.25,VENETIAN,
AFN-5027W,14KT,4380,0,0.3,VENETIAN,
AFN-5027W,18KT,5380,0,0.3,VENETIAN,
AFN-5027W,PLAT,4880,0,0.3,VENETIAN,
AFN-5029P,14KT,5300,1,0.7,VENETIAN,
AFN-5029P,18KT,6300,1,0.7,VENETIAN,
AFN-5029P,PLAT,5800,1,0.7,VENETIAN,
AFN-5029W,14KT,6000,0,0.75,VENETIAN,
AFN-5029W,18KT,7000,0,0.75,VENETIAN,
AFN-5029W,PLAT,6500,0,0.75,VENETIAN,
AFN-5030,14KT,4840,2,0.3,VENETIAN,
AFN-5030,18KT,5840,2,0.3,VENETIAN,
AFN-5030,PLAT,5340,2,0.3,VENETIAN,
AFN-5031,14KT,5800,1,0.55,VENETIAN,
AFN-5031,18KT,6800,1,0.55,VENETIAN,
AFN-5031,PLAT,6300,1,0.55,VENETIAN,
AFN-5032R,14KT,5840,2,0.55,VENETIAN,
AFN-5032R,18KT,6840,2,0.55,VENETIAN,
AFN-5032R,PLAT,6340,2,0.55,VENETIAN,
AFN-5032W,14KT,3920,0,0.25,VENETIAN,
AFN-5032W,18KT,4920,0,0.25,VENETIAN,
AFN-5032W,PLAT,4420,0,0.25,VENETIAN,
AFN-5033R,14KT,5600,2,0.4,VENETIAN,
AFN-5033R,18KT,6600,2,0.4,VENETIAN,
AFN-5033R,PLAT,6100,2,0.4,VENETIAN,
AFN-5033W,14KT,3740,0,0.25,VENETIAN,
AFN-5033W,18KT,4740,0,0.25,VENETIAN,
AFN-5033W,PLAT,4240,0,0.25,VENETIAN,
AFN-5034P,14KT,7620,1,0.8,VENETIAN,
AFN-5034P,18KT,8620,1,0.8,VENETIAN,
AFN-5034P,PLAT,8120,1,0.8,VENETIAN,
AFN-5035P,14KT,4560,1,0.35,VENETIAN,
AFN-5035P,18KT,5560,1,0.35,VENETIAN,
AFN-5035P,PLAT,5060,1,0.35,VENETIAN,
AFN-5035W,14KT,4520,0,0.35,VENETIAN,
AFN-5035W,18KT,5520,0,0.35,VENETIAN,
AFN-5035W,PLAT,5020,0,0.35,VENETIAN,
AFN-5036P,14KT,4560,1,0.25,VENETIAN,
AFN-5036P,18KT,5560,1,0.25,VENETIAN,
AFN-5036P,PLAT,5060,1,0.25,VENETIAN,
AFN-5036R,14KT,4560,1,0.35,VENETIAN,
AFN-5036R,18KT,5560,1,0.35,VENETIAN,
AFN-5036R,PLAT,5060,1,0.35,VENETIAN,
AFN-5036W,14KT,3960,0,0.25,VENETIAN,
AFN-5036W,18KT,4960,0,0.25,VENETIAN,
AFN-5036W,PLAT,4460,0,0.25,VENETIAN,
AFN-5037P,14KT,6520,1,0.6,VENETIAN,
AFN-5037P,18KT,7520,1,0.6,VENETIAN,
AFN-5037P,PLAT,7020,1,0.6,VENETIAN,
AFN-5037R,14KT,6520,1,0.6,VENETIAN,
AFN-5037R,18KT,7520,1,0.6,VENETIAN,
AFN-5037R,PLAT,7020,1,0.6,VENETIAN,
AFN-5037W,14KT,4620,0,0.55,VENETIAN,
AFN-5037W,18KT,5620,0,0.55,VENETIAN,
AFN-5037W,PLAT,5120,0,0.55,VENETIAN,
AFN-5038P,14KT,4720,1,0.3,VENETIAN,
AFN-5038P,18KT,5720,1,0.3,VENETIAN,
AFN-5038P,PLAT,5220,1,0.3,VENETIAN,
AFN-5038R,14KT,4720,1,0.3,VENETIAN,
AFN-5038R,18KT,5720,1,0.3,VENETIAN,
AFN-5038R,PLAT,5220,1,0.3,VENETIAN,
AFN-5038W,14KT,3960,0,0.25,VENETIAN,
AFN-5038W,18KT,4960,0,0.25,VENETIAN,
AFN-5038W,PLAT,4460,0,0.25,VENETIAN,
AFN-5039P,14KT,4720,1,0.3,VENETIAN,
AFN-5039P,18KT,5720,1,0.3,VENETIAN,
AFN-5039P,PLAT,5220,1,0.3,VENETIAN,
AFN-5039R,14KT,4720,1,0.3,VENETIAN,
AFN-5039R,18KT,5720,1,0.3,VENETIAN,
AFN-5039R,PLAT,5220,1,0.3,VENETIAN,
AFN-5039W,14KT,3960,0,0.25,VENETIAN,
AFN-5039W,18KT,4960,0,0.25,VENETIAN,
AFN-5039W,PLAT,4460,0,0.25,VENETIAN,
AFN-5040P,14KT,4520,1,0.35,VENETIAN,
AFN-5040P,18KT,5520,1,0.35,VENETIAN,
AFN-5040P,PLAT,5020,1,0.35,VENETIAN,
AFN-5040R,14KT,4520,1,0.35,VENETIAN,
AFN-5040R,18KT,5520,1,0.35,VENETIAN,
AFN-5040R,PLAT,5020,1,0.35,VENETIAN,
AFN-5040W,14KT,4260,0,0.25,VENETIAN,
AFN-5040W,18KT,5260,0,0.25,VENETIAN,
AFN-5040W,PLAT,4760,0,0.25,VENETIAN,
AFN-5041P,14KT,4980,1,0.5,VENETIAN,
AFN-5041P,18KT,5980,1,0.5,VENETIAN,
AFN-5041P,PLAT,5480,1,0.5,VENETIAN,
AFN-5041R,14KT,4980,1,0.4,VENETIAN,
AFN-5041R,18KT,5980,1,0.4,VENETIAN,
AFN-5041R,PLAT,5480,1,0.4,VENETIAN,
AFN-5041W,14KT,3280,0,0.35,VENETIAN,
AFN-5041W,18KT,4280,0,0.35,VENETIAN,
AFN-5041W,PLAT,3780,0,0.35,VENETIAN,
AFN-5042CU,14KT,3800,2,0.25,VENETIAN,
AFN-5042CU,18KT,4800,2,0.25,VENETIAN,
AFN-5042CU,PLAT,4300,2,0.25,VENETIAN,
AFN-5042CUD,14KT,4100,2,0.3,VENETIAN,
AFN-5042CUD,18KT,5100,2,0.3,VENETIAN,
AFN-5042CUD,PLAT,4600,2,0.3,VENETIAN,
AFN-5042P,14KT,3800,2,0.25,VENETIAN,
AFN-5042P,18KT,4800,2,0.25,VENETIAN,
AFN-5042P,PLAT,4300,2,0.25,VENETIAN,
AFN-5042PD,14KT,4100,2,0.35,VENETIAN,
AFN-5042PD,18KT,5100,2,0.35,VENETIAN,
AFN-5042PD,PLAT,4600,2,0.35,VENETIAN,
AFN-5042R,14KT,3800,2,0.25,VENETIAN,
AFN-5042R,18KT,4800,2,0.25,VENETIAN,
AFN-5042R,PLAT,4300,2,0.25,VENETIAN,
AFN-5042RD,14KT,4100,2,0.3,VENETIAN,
AFN-5042RD,18KT,5100,2,0.3,VENETIAN,
AFN-5042RD,PLAT,4600,2,0.3,VENETIAN,
AFN-5042W,14KT,3800,0,0.2,VENETIAN,
AFN-5042W,18KT,4800,0,0.2,VENETIAN,
AFN-5042W,PLAT,4300,0,0.2,VENETIAN,
AFN-5043,14KT,3860,1,0.2,VENETIAN,
AFN-5043,18KT,4860,1,0.2,VENETIAN,
AFN-5043,PLAT,4360,1,0.2,VENETIAN,
AFN-5044,14KT,3800,1,0.2,VENETIAN,
AFN-5044,18KT,4800,1,0.2,VENETIAN,
AFN-5044,PLAT,4300,1,0.2,VENETIAN,
AFN-5045P,14KT,2820,1,0.1,VENETIAN,
AFN-5045P,18KT,3820,1,0.1,VENETIAN,
AFN-5045P,PLAT,3320,1,0.1,VENETIAN,
AFN-5045PD,14KT,4260,1,0.35,VENETIAN,
AFN-5045PD,18KT,5260,1,0.35,VENETIAN,
AFN-5045PD,PLAT,4760,1,0.35,VENETIAN,
AFN-5045R,14KT,2820,1,0.1,VENETIAN,
AFN-5045R,18KT,3820,1,0.1,VENETIAN,
AFN-5045R,PLAT,3320,1,0.1,VENETIAN,
AFN-5045RD,14KT,4260,1,0.35,VENETIAN,
AFN-5045RD,18KT,5260,1,0.35,VENETIAN,
AFN-5045RD,PLAT,4760,1,0.35,VENETIAN,
AFN-5045W,14KT,4100,0,0.35,VENETIAN,
AFN-5045W,18KT,5100,0,0.35,VENETIAN,
AFN-5045W,PLAT,4600,0,0.35,VENETIAN,
AFN-5046CU,14KT,4720,2,0.35,VENETIAN,
AFN-5046CU,18KT,5720,2,0.35,VENETIAN,
AFN-5046CU,PLAT,5220,2,0.35,VENETIAN,
AFN-5047P,14KT,2520,1,0.05,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5047P.jpg
AFN-5047P,18KT,3520,1,0.05,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5047P.jpg
AFN-5047P,PLAT,3020,1,0.05,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5047P.jpg
AFN-5047PD,14KT,3560,1,0.2,VENETIAN,
AFN-5047PD,18KT,4560,1,0.2,VENETIAN,
AFN-5047PD,PLAT,4060,1,0.2,VENETIAN,
AFN-5047R,14KT,2520,1,0.06,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5047R.jpg
AFN-5047R,18KT,3520,1,0.06,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5047R.jpg
AFN-5047R,PLAT,3020,1,0.06,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5047R.jpg
AFN-5047RD,14KT,3560,1,0.2,VENETIAN,
AFN-5047RD,18KT,4560,1,0.2,VENETIAN,
AFN-5047RD,PLAT,4060,1,0.2,VENETIAN,
AFN-5047W,14KT,3560,0,0.25,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5047W.jpg
AFN-5047W,18KT,4560,0,0.25,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5047W.jpg
AFN-5047W,PLAT,4060,0,0.25,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5047W.jpg
AFN-5048CU,14KT,5700,3,0.5,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5048CU.jpg
AFN-5048CU,18KT,6700,3,0.5,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5048CU.jpg
AFN-5048CU,PLAT,6200,3,0.5,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5048CU.jpg
AFN-5048R,14KT,5700,3,0.4,VENETIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/AFN-5048R.jpg
