StyleNumber,METAL,PRICE,ATTRIBUTE,TotalWeight,Collection,ImageURL
D-129R,18KT,5280,1,0.35,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-129R.jpg
D-129R,PLAT,4780,1,0.35,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-129R.jpg
D-129W,14KT,3860,0,0.25,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-129W.jpg
D-129W,18KT,4860,0,0.25,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-129W.jpg
D-129W,PLAT,4360,0,0.25,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-129W.jpg
D-129WSB,14KT,3700,0,0.15,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-129WSB.jpg
D-129WSB,18KT,4700,0,0.15,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-129WSB.jpg
D-129WSB,PLAT,4200,0,0.15,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-129WSB.jpg
D-130P,14KT,3860,1,0.2,PARISIAN,
D-130P,18KT,4860,1,0.2,PARISIAN,
D-130P,PLAT,4360,1,0.2,PARISIAN,
D-130R,14KT,3860,1,0.2,PARISIAN,
D-130R,18KT,4860,1,0.2,PARISIAN,
D-130R,PLAT,4360,1,0.2,PARISIAN,
D-130W,14KT,3700,0,0.2,PARISIAN,
D-130W,18KT,4700,0,0.2,PARISIAN,
D-130W,PLAT,4200,0,0.2,PARISIAN,
D-132W,14KT,3940,0,0.25,PARISIAN,
D-132W,18KT,4940,0,0.25,PARISIAN,
D-132W,PLAT,4440,0,0.25,PARISIAN,
D-133CU,14KT,4240,3,0.3,PARISIAN,
D-133CU,18KT,5240,3,0.3,PARISIAN,
D-133CU,PLAT,4740,3,0.3,PARISIAN,
D-133CUD,14KT,4800,3,0.45,PARISIAN,
D-133CUD,18KT,5800,3,0.45,PARISIAN,
D-133CUD,PLAT,5300,3,0.45,PARISIAN,
D-133RD,14KT,4800,3,0.35,PARISIAN,
D-133RD,18KT,5800,3,0.35,PARISIAN,
D-133RD,PLAT,5300,3,0.35,PARISIAN,
D-133W,14KT,3860,0,0.25,PARISIAN,
D-133W,18KT,4860,0,0.25,PARISIAN,
D-133W,PLAT,4360,0,0.25,PARISIAN,
D-135CU,14KT,5260,3,0.45,PARISIAN,
D-135CU,18KT,6260,3,0.45,PARISIAN,
D-135CU,PLAT,5760,3,0.45,PARISIAN,
D-135R,14KT,5260,3,0.35,PARISIAN,
D-135R,18KT,6260,3,0.35,PARISIAN,
D-135R,PLAT,5760,3,0.35,PARISIAN,
D-135W,14KT,3940,0,0.2,PARISIAN,
D-135W,18KT,4940,0,0.2,PARISIAN,
D-135W,PLAT,4440,0,0.2,PARISIAN,
D-135WSB,14KT,3700,0,0.15,PARISIAN,
D-135WSB,18KT,4700,0,0.15,PARISIAN,
D-135WSB,PLAT,4200,0,0.15,PARISIAN,
D-136CU,14KT,4340,2,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-136CU.jpg
D-136CU,18KT,5340,2,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-136CU.jpg
D-136CU,PLAT,4840,2,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-136CU.jpg
D-136R,14KT,4340,2,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-136R.jpg
D-136R,18KT,5340,2,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-136R.jpg
D-136R,PLAT,4840,2,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-136R.jpg
D-136W,14KT,3340,0,0.15,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-136W.jpg
D-136W,18KT,4340,0,0.15,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-136W.jpg
D-136W,PLAT,3840,0,0.15,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-136W.jpg
D-138P,14KT,6600,1,0.65,PARISIAN,
D-138P,18KT,7600,1,0.65,PARISIAN,
D-138P,PLAT,7100,1,0.65,PARISIAN,
D-138R,14KT,6600,1,0.65,PARISIAN,
D-138R,18KT,7600,1,0.65,PARISIAN,
D-138R,PLAT,7100,1,0.65,PARISIAN,
D-138W,14KT,5380,0,0.4,PARISIAN,
D-138W,18KT,6380,0,0.4,PARISIAN,
D-138W,PLAT,5880,0,0.4,PARISIAN,
D-139R,14KT,5960,1,0.45,PARISIAN,
D-139R,18KT,6960,1,0.45,PARISIAN,
D-139R,PLAT,6460,1,0.45,PARISIAN,
D-139W,14KT,4140,0,0.25,PARISIAN,
D-139W,18KT,5140,0,0.25,PARISIAN,
D-139W,PLAT,4640,0,0.25,PARISIAN,
D-140R,14KT,4920,2,0.3,PARISIAN,
D-140R,18KT,5920,2,0.3,PARISIAN,
D-140R,PLAT,5420,2,0.3,PARISIAN,
D-140W,14KT,4140,0,0.25,PARISIAN,
D-140W,18KT,5140,0,0.25,PARISIAN,
D-140W,PLAT,4640,0,0.25,PARISIAN,
D-141R,14KT,4500,2,0.25,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-141R.jpg
D-141R,18KT,5500,2,0.25,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-141R.jpg
D-141R,PLAT,5000,2,0.25,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-141R.jpg
D-141W,14KT,3640,0,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-141W.jpg
D-141W,18KT,4640,0,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-141W.jpg
D-141W,PLAT,4140,0,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-141W.jpg
D-142CU,14KT,6640,3,0.55,PARISIAN,
D-142CU,18KT,7640,3,0.55,PARISIAN,
D-142CU,PLAT,7140,3,0.55,PARISIAN,
D-142W,14KT,3740,0,0.1,PARISIAN,
D-142W,18KT,4740,0,0.1,PARISIAN,
D-142W,PLAT,4240,0,0.1,PARISIAN,
D-143P,14KT,6640,1,0.6,PARISIAN,
D-143P,18KT,7640,1,0.6,PARISIAN,
D-143P,PLAT,7140,1,0.6,PARISIAN,
D-143R,14KT,6640,1,0.65,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-143R.jpg
D-143R,18KT,7640,1,0.65,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-143R.jpg
D-143R,PLAT,7140,1,0.65,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-143R.jpg
D-143W,14KT,4140,0,0.25,PARISIAN,
D-143W,18KT,5140,0,0.25,PARISIAN,
D-143W,PLAT,4640,0,0.25,PARISIAN,
D-144R,14KT,5620,2,0.45,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-144R.jpg
D-144R,18KT,6620,2,0.45,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-144R.jpg
D-144R,PLAT,6120,2,0.45,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-144R.jpg
D-144W,14KT,4140,0,0.25,PARISIAN,
D-144W,18KT,5140,0,0.25,PARISIAN,
D-144W,PLAT,4640,0,0.25,PARISIAN,
D-145R,14KT,5260,2,0.35,PARISIAN,
D-145R,18KT,6260,2,0.35,PARISIAN,
D-145R,PLAT,5760,2,0.35,PARISIAN,
D-145W,14KT,3640,0,0.1,PARISIAN,
D-145W,18KT,4640,0,0.1,PARISIAN,
D-145W,PLAT,4140,0,0.1,PARISIAN,
D-146R,14KT,5780,2,0.45,PARISIAN,
D-146R,18KT,6780,2,0.45,PARISIAN,
D-146R,PLAT,6280,2,0.45,PARISIAN,
D-146W,14KT,4100,0,0.2,PARISIAN,
D-146W,18KT,5100,0,0.2,PARISIAN,
D-146W,PLAT,4600,0,0.2,PARISIAN,
D-147R,14KT,5260,2,0.35,PARISIAN,
D-147R,18KT,6260,2,0.35,PARISIAN,
D-147R,PLAT,5760,2,0.35,PARISIAN,
D-147W,14KT,4140,0,0.2,PARISIAN,
D-147W,18KT,5140,0,0.2,PARISIAN,
D-147W,PLAT,4640,0,0.2,PARISIAN,
D-148CU,14KT,6640,3,0.55,PARISIAN,
D-148CU,18KT,7640,3,0.55,PARISIAN,
D-148CU,PLAT,7140,3,0.55,PARISIAN,
D-148W,14KT,4440,0,0.25,PARISIAN,
D-148W,18KT,5440,0,0.25,PARISIAN,
D-148W,PLAT,4940,0,0.25,PARISIAN,
D-149OV,14KT,5380,1,0.45,PARISIAN,
D-149OV,18KT,6380,1,0.45,PARISIAN,
D-149OV,PLAT,5880,1,0.45,PARISIAN,
D-149R,14KT,5380,1,0.45,PARISIAN,
D-149R,18KT,6380,1,0.45,PARISIAN,
D-149R,PLAT,5880,1,0.45,PARISIAN,
D-149W,14KT,4960,0,0.45,PARISIAN,
D-149W,18KT,5960,0,0.45,PARISIAN,
D-149W,PLAT,5460,0,0.45,PARISIAN,
D-150CU,14KT,6600,4,0.7,PARISIAN,
D-150CU,18KT,7600,4,0.7,PARISIAN,
D-150CU,PLAT,7100,4,0.7,PARISIAN,
D-150R,14KT,6600,4,0.65,PARISIAN,
D-150R,18KT,7600,4,0.65,PARISIAN,
D-150R,PLAT,7100,4,0.65,PARISIAN,
D-150W,14KT,4500,0,0.35,PARISIAN,
D-150W,18KT,5500,0,0.35,PARISIAN,
D-150W,PLAT,5000,0,0.35,PARISIAN,
D-151R,14KT,4500,2,0.25,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-151R.jpg
D-151R,18KT,5500,2,0.25,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-151R.jpg
D-151R,PLAT,5000,2,0.25,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-151R.jpg
D-151W,14KT,3460,0,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-151W.jpg
D-151W,18KT,4460,0,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-151W.jpg
D-151W,PLAT,3960,0,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-151W.jpg
D-152OV,14KT,5380,2,0.35,PARISIAN,
D-152OV,18KT,6380,2,0.35,PARISIAN,
D-152OV,PLAT,5880,2,0.35,PARISIAN,
D-152W,14KT,3860,0,0.25,PARISIAN,
D-152W,18KT,4860,0,0.25,PARISIAN,
D-152W,PLAT,4360,0,0.25,PARISIAN,
D-152WSB,14KT,3700,0,0.15,PARISIAN,
D-152WSB,18KT,4700,0,0.15,PARISIAN,
D-152WSB,PLAT,4200,0,0.15,PARISIAN,
D-153OV,14KT,5320,2,0.35,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-153OV.jpg
D-153OV,18KT,6320,2,0.35,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-153OV.jpg
D-153OV,PLAT,5820,2,0.35,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-153OV.jpg
D-153R,14KT,5320,2,0.4,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-153R.jpg
D-153R,18KT,6320,2,0.4,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-153R.jpg
D-153R,PLAT,5820,2,0.4,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-153R.jpg
D-153W,14KT,4440,0,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-153W.jpg
D-153W,18KT,5440,0,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-153W.jpg
D-153W,PLAT,4940,0,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-153W.jpg
D-154R,14KT,3340,1,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-154R.jpg
D-154R,18KT,4340,1,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-154R.jpg
D-154R,PLAT,3840,1,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-154R.jpg
D-154W,14KT,3340,0,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-154W.jpg
D-154W,18KT,4340,0,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-154W.jpg
D-154W,PLAT,3840,0,0.1,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-154W.jpg
D-155R,14KT,3340,1,0.1,PARISIAN,
D-155R,18KT,4340,1,0.1,PARISIAN,
D-155R,PLAT,3840,1,0.1,PARISIAN,
D-155W,14KT,3340,0,0.1,PARISIAN,
D-155W,18KT,4340,0,0.1,PARISIAN,
D-155W,PLAT,3840,0,0.1,PARISIAN,
D-156R,14KT,3520,1,0.15,PARISIAN,
D-156R,18KT,4520,1,0.15,PARISIAN,
D-156R,PLAT,4020,1,0.15,PARISIAN,
D-156W,14KT,3520,0,0.15,PARISIAN,
D-156W,18KT,4520,0,0.15,PARISIAN,
D-156W,PLAT,4020,0,0.15,PARISIAN,
D-157OV,14KT,4440,1,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157OV.jpg
D-157OV,18KT,5440,1,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157OV.jpg
D-157OV,PLAT,4940,1,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157OV.jpg
D-157P,14KT,4440,1,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157P.jpg
D-157P,18KT,5440,1,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157P.jpg
D-157P,PLAT,4940,1,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157P.jpg
D-157R,14KT,4440,1,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157R.jpg
D-157R,18KT,5440,1,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157R.jpg
D-157R,PLAT,4940,1,0.3,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157R.jpg
D-157W,14KT,3580,0,0.2,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157W.jpg
D-157W,18KT,4580,0,0.2,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157W.jpg
D-157W,PLAT,4080,0,0.2,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/D-157W.jpg
D-W101,14KT,4280,0,0.45,PARISIAN,
D-W101,18KT,5280,0,0.45,PARISIAN,
D-W101,PLAT,4780,0,0.45,PARISIAN,
D-W101-3SEC,14KT,3820,0,0.25,PARISIAN,
D-W101-3SEC,18KT,4820,0,0.25,PARISIAN,
D-W101-3SEC,PLAT,4320,0,0.25,PARISIAN,
D-W102,14KT,4280,0,0.45,PARISIAN,
D-W102,18KT,5280,0,0.45,PARISIAN,
D-W102,PLAT,4780,0,0.45,PARISIAN,
D-W103P,14KT,4920,0,0.6,PARISIAN,
D-W103P,18KT,5920,0,0.6,PARISIAN,
D-W103P,PLAT,5420,0,0.6,PARISIAN,
D-W103P-3SEC,14KT,4140,0,0.35,PARISIAN,
D-W103P-3SEC,18KT,5140,0,0.35,PARISIAN,
D-W103P-3SEC,PLAT,4640,0,0.35,PARISIAN,
D-W103R,14KT,4920,0,0.6,PARISIAN,
D-W103R,18KT,5920,0,0.6,PARISIAN,
D-W103R,PLAT,5420,0,0.6,PARISIAN,
D-W103R-3SEC,14KT,4140,0,0.33,PARISIAN,
D-W103R-3SEC,18KT,5140,0,0.33,PARISIAN,
D-W103R-3SEC,PLAT,4640,0,0.33,PARISIAN,
D-W104,14KT,4800,0,0.4,PARISIAN,
D-W104,18KT,5800,0,0.4,PARISIAN,
D-W104,PLAT,5300,0,0.4,PARISIAN,
D-W104-3SEC,14KT,3700,0,0.2,PARISIAN,
D-W104-3SEC,18KT,4700,0,0.2,PARISIAN,
D-W104-3SEC,PLAT,4200,0,0.2,PARISIAN,
D-W105,14KT,4500,0,0.4,PARISIAN,
D-W105,18KT,5500,0,0.4,PARISIAN,
D-W105,PLAT,5000,0,0.4,PARISIAN,
D-W106P,14KT,5260,0,0.65,PARISIAN,
D-W106P,18KT,6260,0,0.65,PARISIAN,
D-W106P,PLAT,5760,0,0.65,PARISIAN,
D-W106R,14KT,5840,0,0.7,PARISIAN,
D-W106R,18KT,6840,0,0.7,PARISIAN,
D-W106R,PLAT,6340,0,0.7,PARISIAN,
DL-100,14KT,3940,1,0.2,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-100R.jpg
DL-100,18KT,4940,1,0.2,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-100R.jpg
DL-100,PLAT,4440,1,0.2,PARISIAN,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/D-100R.jpg
DL-100W,14KT,4340,0,0.25,PARISIAN,
DL-100W,18KT,5340,0,0.25,PARISIAN,
DL-100W,PLAT,4840,0,0.25,PARISIAN,
DL-102,14KT,4500,1,0.4,PARISIAN,
DL-102,18KT,5500,1,0.4,PARISIAN,
DL-102,PLAT,5000,1,0.4,PARISIAN,
DL-102W,14KT,4740,0,0.45,PARISIAN,
DL-102W,18KT,5740,0,0.45,PARISIAN,
DL-102W,PLAT,5240,0,0.45,PARISIAN,
DL-105,14KT,4340,1,0.35,PARISIAN,
DL-105,18KT,5340,1,0.35,PARISIAN,
DL-105,PLAT,4840,1,0.35,PARISIAN,
DL-105R-2WR,14KT,4740,1,0.35,PARISIAN,
DL-105R-2WR,18KT,5740,1,0.35,PARISIAN,
DL-105R-2WR,PLAT,5240,1,0.35,PARISIAN,
DL-105W,14KT,5100,0,0.4,PARISIAN,
DL-105W,18KT,6100,0,0.4,PARISIAN,
DL-105W,PLAT,5600,0,0.4,PARISIAN,
DL-105W-2WR,14KT,5100,0,0.4,PARISIAN,
DL-105W-2WR,18KT,6100,0,0.4,PARISIAN,
DL-105W-2WR,PLAT,5600,0,0.4,PARISIAN,
DL-106CU,14KT,5420,2,0.6,PARISIAN,
DL-106CU,18KT,6420,2,0.6,PARISIAN,
DL-106CU,PLAT,5920,2,0.6,PARISIAN,
DL-106P,14KT,5420,2,0.6,PARISIAN,
DL-106P,18KT,6420,2,0.6,PARISIAN,
DL-106P,PLAT,5920,2,0.6,PARISIAN,
DL-106R,14KT,5420,2,0.55,PARISIAN,
DL-106R,18KT,6420,2,0.55,PARISIAN,
DL-106R,PLAT,5920,2,0.55,PARISIAN,
DL-106W,14KT,5100,0,0.4,PARISIAN,
DL-106W,18KT,6100,0,0.4,PARISIAN,
DL-106W,PLAT,5600,0,0.4,PARISIAN,
DL-107CU,14KT,5380,2,0.6,PARISIAN,
DL-107CU,18KT,6380,2,0.6,PARISIAN,
DL-107CU,PLAT,5880,2,0.6,PARISIAN,
DL-107CU-2WR,14KT,5380,2,0.6,PARISIAN,
DL-107CU-2WR,18KT,6380,2,0.6,PARISIAN,
DL-107CU-2WR,PLAT,5880,2,0.6,PARISIAN,
DL-107P,14KT,5380,2,0.6,PARISIAN,
DL-107P,18KT,6380,2,0.6,PARISIAN,
DL-107P,PLAT,5880,2,0.6,PARISIAN,
DL-107R,14KT,5380,2,0.5,PARISIAN,
DL-107R,18KT,6380,2,0.5,PARISIAN,
DL-107R,PLAT,5880,2,0.5,PARISIAN,
DL-107W,14KT,4140,0,0.3,PARISIAN,
DL-107W,18KT,5140,0,0.3,PARISIAN,
DL-107W,PLAT,4640,0,0.3,PARISIAN,
DL-109CU,14KT,5380,2,0.5,PARISIAN,
DL-109CU,18KT,6380,2,0.5,PARISIAN,
DL-109CU,PLAT,5880,2,0.5,PARISIAN,
DL-109P,14KT,5380,2,0.55,PARISIAN,
DL-109P,18KT,6380,2,0.55,PARISIAN,
DL-109P,PLAT,5880,2,0.55,PARISIAN,
DL-109R,14KT,5380,2,0.6,PARISIAN,
DL-109R,18KT,6380,2,0.6,PARISIAN,
DL-109R,PLAT,5880,2,0.6,PARISIAN,
DL-109W,14KT,4740,0,0.45,PARISIAN,
DL-109W,18KT,5740,0,0.45,PARISIAN,
DL-109W,PLAT,5240,0,0.45,PARISIAN,
DL-117CU,14KT,6140,2,0.7,PARISIAN,
DL-117CU,18KT,7140,2,0.7,PARISIAN,
DL-117CU,PLAT,6640,2,0.7,PARISIAN,
DL-117P,14KT,6140,2,0.65,PARISIAN,
DL-117P,18KT,7140,2,0.65,PARISIAN,
DL-117P,PLAT,6640,2,0.65,PARISIAN,
DL-117R,14KT,6140,2,0.7,PARISIAN,
DL-117R,18KT,7140,2,0.7,PARISIAN,
DL-117R,PLAT,6640,2,0.7,PARISIAN,
DL-117W,14KT,4240,0,0.3,PARISIAN,
DL-117W,18KT,5240,0,0.3,PARISIAN,
DL-117W,PLAT,4740,0,0.3,PARISIAN,
DL-123CU,14KT,5140,2,0.45,PARISIAN,
DL-123CU,18KT,6140,2,0.45,PARISIAN,
DL-123CU,PLAT,5640,2,0.45,PARISIAN,
DL-123P,14KT,5140,2,0.5,PARISIAN,
DL-123P,18KT,6140,2,0.5,PARISIAN,
DL-123P,PLAT,5640,2,0.5,PARISIAN,
DL-123R,14KT,5140,2,0.4,PARISIAN,
DL-123R,18KT,6140,2,0.4,PARISIAN,
DL-123R,PLAT,5640,2,0.4,PARISIAN,
DL-123W,14KT,4280,0,0.35,PARISIAN,
DL-123W,18KT,5280,0,0.35,PARISIAN,
DL-123W,PLAT,4780,0,0.35,PARISIAN,
DL-124P,14KT,5660,1,0.65,PARISIAN,
DL-124P,18KT,6660,1,0.65,PARISIAN,
DL-124P,PLAT,6160,1,0.65,PARISIAN,
DL-124P-2WR,14KT,5660,1,0.65,PARISIAN,
DL-124P-2WR,18KT,6660,1,0.65,PARISIAN,
DL-124P-2WR,PLAT,6160,1,0.65,PARISIAN,
DL-124R,14KT,5660,1,0.65,PARISIAN,
DL-124R,18KT,6660,1,0.65,PARISIAN,
DL-124R,PLAT,6160,1,0.65,PARISIAN,
DL-124R-2RW,14KT,6080,1,0.65,PARISIAN,
DL-124R-2RW,18KT,7080,1,0.65,PARISIAN,
DL-124R-2RW,PLAT,6580,1,0.65,PARISIAN,
DL-124R-2WR,14KT,6080,1,0.65,PARISIAN,
DL-124R-2WR,18KT,7080,1,0.65,PARISIAN,
DL-124R-2WR,PLAT,6580,1,0.65,PARISIAN,
DL-124W,14KT,4500,0,0.4,PARISIAN,
DL-124W,18KT,5500,0,0.4,PARISIAN,
DL-124W,PLAT,5000,0,0.4,PARISIAN,
DL-124W-2RW,14KT,4500,0,0.4,PARISIAN,
DL-124W-2RW,18KT,5500,0,0.4,PARISIAN,
DL-124W-2RW,PLAT,5000,0,0.4,PARISIAN,
DL-124W-2WR,14KT,4500,0,0.4,PARISIAN,
DL-124W-2WR,18KT,5500,0,0.4,PARISIAN,
DL-124W-2WR,PLAT,5000,0,0.4,PARISIAN,
DL-128,14KT,4920,1,0.5,PARISIAN,
DL-128,18KT,5920,1,0.5,PARISIAN,
DL-128,PLAT,5420,1,0.5,PARISIAN,
DL-128W,14KT,4480,0,0.35,PARISIAN,
DL-128W,18KT,5480,0,0.35,PARISIAN,
DL-128W,PLAT,4980,0,0.35,PARISIAN,
DL-129P,14KT,5960,1,0.7,PARISIAN,
DL-129P,18KT,6960,1,0.7,PARISIAN,
DL-129P,PLAT,6460,1,0.7,PARISIAN,
DL-129P-2WR,14KT,5960,1,0.7,PARISIAN,
DL-129P-2WR,18KT,6960,1,0.7,PARISIAN,
DL-129P-2WR,PLAT,6460,1,0.7,PARISIAN,
DL-129R,14KT,5960,1,0.5,PARISIAN,
DL-129R,18KT,6960,1,0.5,PARISIAN,
DL-129R,PLAT,6460,1,0.5,PARISIAN,
DL-129R-2RW,14KT,5960,1,0.5,PARISIAN,
DL-129R-2RW,18KT,6960,1,0.5,PARISIAN,
DL-129R-2RW,PLAT,6460,1,0.5,PARISIAN,
DL-129R-2WR,14KT,5960,1,0.5,PARISIAN,
DL-129R-2WR,18KT,6960,1,0.5,PARISIAN,
DL-129R-2WR,PLAT,6460,1,0.5,PARISIAN,
DL-129W,14KT,4680,0,0.35,PARISIAN,
DL-129W,18KT,5680,0,0.35,PARISIAN,
DL-129W,PLAT,5180,0,0.35,PARISIAN,
DL-129W-2WR,14KT,4680,0,0.35,PARISIAN,
DL-129W-2WR,18KT,5680,0,0.35,PARISIAN,
DL-129W-2WR,PLAT,5180,0,0.35,PARISIAN,
DL-137CU-2WR,14KT,5720,2,0.55,PARISIAN,
DL-137CU-2WR,18KT,6720,2,0.55,PARISIAN,
DL-137CU-2WR,PLAT,6220,2,0.55,PARISIAN,
DL-137R-2WR,14KT,5720,2,0.55,PARISIAN,
DL-137R-2WR,18KT,6720,2,0.55,PARISIAN,
DL-137R-2WR,PLAT,6220,2,0.55,PARISIAN,
DL-137W-2RW,14KT,4440,0,0.25,PARISIAN,
DL-137W-2RW,18KT,5440,0,0.25,PARISIAN,
DL-137W-2RW,PLAT,4940,0,0.25,PARISIAN,
DL-137W-2WR,14KT,4440,0,0.25,PARISIAN,
DL-137W-2WR,18KT,5440,0,0.25,PARISIAN,
DL-137W-2WR,PLAT,4940,0,0.25,PARISIAN,
DWB-0005,14KT,23200,0,5,ETERNA,
DWB-0005,18KT,24200,0,5,ETERNA,
DWB-0005,PLAT,23700,0,5,ETERNA,
DWB-0005B,14KT,17700,0,3.85,ETERNA,
DWB-0005B,18KT,18700,0,3.85,ETERNA,
